StockCode,AvgDailyDemand,StdDailyDemand,MaxDailyDemand,TotalDemand,AvgDailyRev,TotalRevenue,DaysActive,Description,Price,SafetyStock,ReorderPoint,AnnualDemand,UnitHoldingCost,EOQ,ReorderFrequency,StockStatus
72802A,6.134228187919463,7.65882084470986,49,914,25.43557046979866,3789.9,149,ROSE SCENT CANDLE IN JEWELLED BOX,3.81,33.0,76.0,2239.0,0.762,542.0,88.0,Medium Mover
72802B,9.063953488372093,26.680730558006374,225,1559,24.761453488372094,4258.97,172,OCEAN SCENT CANDLE IN JEWELLED BOX,4.25,116.0,179.0,3308.0,0.8500000000000001,624.0,69.0,Medium Mover
72802C,11.142857142857142,36.65486989718402,379,2184,30.85489795918367,6047.5599999999995,196,VANILLA SCENT CANDLE JEWELLED BOX,8.65,160.0,238.0,4067.0,1.7300000000000002,485.0,44.0,Medium Mover
72802a,2.25,2.5,6,9,18.7425,74.97,4,ROSE SCENT CANDLE IN JEWELLED BOX,8.47,11.0,27.0,821.0,1.6940000000000002,220.0,98.0,Slow Mover
72802c,1.0,0.0,1,1,8.29,8.29,1,VANILLA SCENT CANDLE JEWELLED BOX,8.29,0.0,7.0,365.0,1.658,148.0,148.0,Slow Mover
72803A,7.956043956043956,42.582706998110574,408,724,17.071428571428573,1553.5,91,ROSE SCENT CANDLE JEWELLED DRAWER,4.25,186.0,242.0,2904.0,0.8500000000000001,585.0,74.0,Medium Mover
72803B,2.787878787878788,2.7923732710453457,12,92,12.36,407.88,33,OCEAN SCENT CANDLE JEWELLED DRAWER,4.25,12.0,32.0,1018.0,0.8500000000000001,346.0,124.0,Slow Mover
72803b,1.0,0.0,1,1,8.47,8.47,1,OCEAN SCENT CANDLE JEWELLED DRAWER,8.47,0.0,7.0,365.0,1.6940000000000002,147.0,147.0,Slow Mover
72807A,5.634146341463414,9.046589968841428,66,924,25.69231707317073,4213.54,164,SET/3 ROSE CANDLE IN JEWELLED BOX,8.65,39.0,78.0,2056.0,1.7300000000000002,345.0,61.0,Medium Mover
72807B,5.916201117318436,10.80151441128984,96,1059,25.95458100558659,4645.87,179,SET/3 OCEAN SCENT CANDLE JEWEL BOX,8.65,47.0,88.0,2159.0,1.7300000000000002,353.0,60.0,Medium Mover
72807C,8.331932773109244,20.820386928691804,192,1983,35.668781512605044,8489.17,238,SET/3 VANILLA SCENTED CANDLE IN BOX,8.65,91.0,149.0,3041.0,1.7300000000000002,419.0,50.0,Medium Mover
72807a,1.5,0.8366600265340756,3,9,12.464999999999998,74.78999999999999,6,SET/3 ROSE CANDLE IN JEWELLED BOX,8.47,4.0,14.0,548.0,1.6940000000000002,180.0,120.0,Slow Mover
72807b,2.3636363636363638,2.8025961989814827,8,26,20.085454545454546,220.94,11,SET/3 OCEAN SCENT CANDLE JEWEL BOX,8.65,12.0,29.0,863.0,1.7300000000000002,223.0,94.0,Slow Mover
72807c,2.3076923076923075,3.823812032715319,20,60,19.691538461538464,511.98,26,SET/3 VANILLA SCENTED CANDLE IN BOX,8.65,17.0,33.0,842.0,1.7300000000000002,221.0,96.0,Slow Mover
75013B,5.6521739130434785,11.262674020274071,88,390,9.70463768115942,669.62,69,"STRING OF 8 BUTTERFLIES,PINK",1.65,49.0,89.0,2063.0,0.33,791.0,140.0,Medium Mover
75049L,60.467532467532465,106.02209586138795,672,13968,56.94285714285714,13153.8,231,LARGE CIRCULAR MIRROR MOBILE,1.25,463.0,886.0,22071.0,0.25,2971.0,49.0,High Velocity
75149N,12.363636363636363,7.79832371820078,28,272,15.454545454545455,340.0,22,STRING CRYSTALS NATURAL,1.25,34.0,121.0,4513.0,0.25,1344.0,109.0,Medium Mover
77101A,13.525,35.738847069728166,289,1082,15.699625000000001,1255.97,80,UNION FLAG WINDSOCK,1.25,156.0,251.0,4937.0,0.25,1405.0,104.0,Medium Mover
78034B,1.6666666666666667,0.8660254037844386,3,15,3.25,29.25,9,BLUE NETTING STORAGE HANGER,1.95,4.0,16.0,608.0,0.39,395.0,237.0,Slow Mover
79026B,2.15625,2.126778193388057,12,69,2.7890625,89.25,32,"S/4 ICON COASTER,ELVIS LIVES",2.57,9.0,24.0,787.0,0.514,391.0,181.0,Slow Mover
79030A,6.576923076923077,6.463268999031849,24,171,16.85576923076923,438.25,26,"TUMBLER, ENGLISH ROSE",13.0,28.0,74.0,2401.0,2.6,304.0,46.0,Medium Mover
79030D,18.017857142857142,47.71067769623238,360,1009,12.707857142857142,711.64,56,"TUMBLER, BAROQUE",1.65,208.0,334.0,6577.0,0.33,1412.0,78.0,Medium Mover
79030G,19.455555555555556,32.979108508304115,196,1751,16.255,1462.95,90,"TUMBLER, NEW ENGLAND",1.65,144.0,280.0,7101.0,0.33,1467.0,75.0,Medium Mover
79051A,18.392156862745097,18.64411803370977,96,938,7.457647058823529,380.34,51,SMOKEY GREY COLOUR D.O.F. GLASS,6.04,81.0,210.0,6713.0,1.2080000000000002,745.0,41.0,Medium Mover
79051a,1.0,0.0,1,1,6.04,6.04,1,SMOKEY GREY COLOUR D.O.F. GLASS,6.04,0.0,7.0,365.0,1.2080000000000002,174.0,174.0,Slow Mover
79062D,13.0,8.246211251235321,24,52,4.85,19.4,4,"RETRO TIN ASHTRAY,REVOLUTIONARY",0.65,36.0,127.0,4745.0,0.13,1910.0,147.0,Medium Mover
79063C,16.785714285714285,26.4725651061,100,235,3.117857142857143,43.65,14,"RETRO PILL BOX KEY CHAIN,THE KING",0.19,116.0,234.0,6127.0,0.038000000000000006,4015.0,239.0,Medium Mover
79063D,18.9,31.003404830939314,100,189,3.5140000000000002,35.14,10,"RETRO PILL BOX , REVOLUTIONARY",0.42,135.0,267.0,6898.0,0.084,2866.0,152.0,Medium Mover
79065A,4.0,0.0,4,4,39.8,39.8,1,TEATIME ROUND CAKE TINS ,9.95,0.0,28.0,1460.0,1.99,271.0,68.0,Slow Mover
79066K,7.134715025906735,10.617030690055254,54,1377,6.2189119170984455,1200.25,193,RETRO MOD TRAY,1.7,46.0,96.0,2604.0,0.34,875.0,123.0,Medium Mover
79066k,1.625,1.4083086782851741,6,26,2.669375,42.71,16,RETRO MOD TRAY,1.66,6.0,17.0,593.0,0.332,423.0,260.0,Slow Mover
79070b,1.0,0.0,1,1,11.26,11.26,1,ENGLISH ROSE SQUARE CAKE TINS,11.26,0.0,7.0,365.0,2.2520000000000002,127.0,127.0,Slow Mover
79071B,2.2903225806451615,2.498439491810008,12,142,6.9951612903225815,433.70000000000005,62,ENGLISH ROSE METAL WASTE BIN,2.95,11.0,27.0,836.0,0.5900000000000001,376.0,164.0,Slow Mover
79144B,4.430379746835443,6.079987230721655,31,350,2.2915189873417723,181.03,79,PAINTED LIGHTBULB STAR+ MOON,0.42,27.0,58.0,1617.0,0.084,1387.0,313.0,Slow Mover
79144C,3.477272727272727,4.820877186187709,26,306,2.0470454545454544,180.14,88,PAINTED LIGHTBULB RAINBOW DESIGN,0.86,21.0,45.0,1269.0,0.17200000000000001,859.0,247.0,Slow Mover
79149B,2.4166666666666665,2.6443192398846707,10,29,1.015,12.18,12,SILICON STAR BULB  BLUE,0.42,12.0,29.0,882.0,0.084,1025.0,424.0,Slow Mover
79151B,5.5,6.363961030678928,10,11,2.31,4.62,2,"SILICON CUBE 25W, BLUE",0.42,28.0,66.0,2008.0,0.084,1546.0,281.0,Medium Mover
79157B,1.6666666666666667,1.1547005383792517,3,5,1.4166666666666667,4.25,3,UBO-LIGHT TRIOBASE BLUE,0.85,5.0,17.0,608.0,0.17,598.0,359.0,Slow Mover
79157V,1.6666666666666667,0.5773502691896257,2,5,1.4166666666666667,4.25,3,UBO-LIGHT TRIOBASE PURPLE,0.85,3.0,15.0,608.0,0.17,598.0,359.0,Slow Mover
79161A,3.4,3.6606010435446255,15,51,10.030000000000001,150.45000000000002,15,ST GEORGE SET OF 10 PARTY LIGHTS,2.95,16.0,40.0,1241.0,0.5900000000000001,459.0,135.0,Slow Mover
79172D,6.0,4.546060565661952,12,24,5.1,20.4,4,PURPLE TINT ACRYLIC FLOWER VASE,0.85,20.0,62.0,2190.0,0.17,1135.0,189.0,Medium Mover
79190A,7.117117117117117,8.144980315550454,60,790,3.2815315315315314,364.25,111,RETRO PLASTIC 70'S TRAY,0.42,36.0,86.0,2598.0,0.084,1759.0,247.0,Medium Mover
79190B,12.073170731707316,38.08170050870295,305,1485,4.903089430894309,603.08,123,RETRO PLASTIC POLKA TRAY,0.42,166.0,251.0,4407.0,0.084,2291.0,190.0,Medium Mover
79190D,6.104761904761904,5.96773989161051,21,641,2.8245714285714283,296.58,105,RETRO PLASTIC DAISY TRAY,0.42,26.0,69.0,2228.0,0.084,1629.0,267.0,Medium Mover
79191B,7.369230769230769,18.070667903028337,144,479,6.113384615384615,397.37,65,RETRO PLASTIC POLKA TRAY,1.7,79.0,131.0,2690.0,0.34,889.0,121.0,Medium Mover
79191C,12.453846153846154,25.247338193711048,156,1619,9.952,1293.76,130,RETRO PLASTIC ELEPHANT TRAY,0.85,110.0,197.0,4546.0,0.17,1635.0,131.0,Medium Mover
79191D,2.6538461538461537,3.0862415456065735,13,138,2.766730769230769,143.87,52,RETRO PLASTIC DAISY TRAY,1.7,13.0,32.0,969.0,0.34,534.0,201.0,Slow Mover
79192A,3.4545454545454546,4.63067833240248,24,114,4.625454545454545,152.64,33,RETRO PLASTIC 70'S TRAY,1.25,20.0,44.0,1261.0,0.25,710.0,206.0,Slow Mover
79302M,6.638297872340425,9.55442932111874,60,624,18.874255319148936,1774.18,94,"ART LIGHTS,FUNK MONKEY",2.95,42.0,88.0,2423.0,0.5900000000000001,641.0,97.0,Medium Mover
79302m,1.0,0.0,1,4,5.9425,23.77,4,"ART LIGHTS,FUNK MONKEY",6.04,0.0,7.0,365.0,1.2080000000000002,174.0,174.0,Slow Mover
79303A,2.0,0.0,2,2,5.9,5.9,1,WHITE ROHMBIC BLOCK TABLE LAMP,2.95,0.0,14.0,730.0,0.5900000000000001,352.0,176.0,Slow Mover
79303B,10.9,27.934248195042265,90,109,33.957,339.57,10,BLUE STAR BLOCK TABLE LAMP,6.04,122.0,198.0,3978.0,1.2080000000000002,574.0,53.0,Medium Mover
79303D,4.875,9.985823284370031,38,78,17.028125,272.45,16,LILAC FLOWER BLOCK TABLE LAMP,6.04,44.0,78.0,1779.0,1.2080000000000002,384.0,79.0,Slow Mover
79308B,72.0,0.0,72,144,61.2,122.4,2,MOSAIC CANDLE DISH BLUE PURPLE,0.85,0.0,504.0,26280.0,0.17,3932.0,55.0,High Velocity
79315W,18.09090909090909,40.76874917250846,139,199,55.59181818181819,611.5100000000001,11,FLYING SAUCER TABLE LIGHT IN WHITE,6.04,178.0,305.0,6603.0,1.2080000000000002,739.0,41.0,Medium Mover
79323B,5.627906976744186,7.384098925632132,34,242,36.41162790697675,1565.7,43,BLACK CHERRY LIGHTS,6.75,32.0,71.0,2054.0,1.35,390.0,69.0,Medium Mover
79323G,7.136363636363637,9.639045859108453,46,314,45.63363636363636,2007.88,44,GOLD  CHERRY LIGHTS,6.75,42.0,92.0,2605.0,1.35,439.0,62.0,Medium Mover
79323GR,9.5,13.659495531747071,66,532,57.31,3209.36,56,GREEN CHERRY LIGHTS,6.75,60.0,126.0,3468.0,1.35,507.0,53.0,Medium Mover
79323LP,17.265060240963855,19.03404160800725,78,1433,102.18301204819278,8481.19,83,LIGHT PINK CHERRY LIGHTS,6.75,83.0,204.0,6302.0,1.35,683.0,40.0,Medium Mover
79323P,24.010526315789473,25.850015324429435,135,2281,145.1361052631579,13787.93,95,PINK CHERRY LIGHTS,6.75,113.0,281.0,8764.0,1.35,806.0,34.0,Fast Mover
79323S,9.277777777777779,24.31414768766896,146,334,57.89777777777778,2084.32,36, SILVER CHERRY LIGHTS,6.75,106.0,171.0,3386.0,1.35,501.0,54.0,Medium Mover
79323W,28.339622641509433,31.355074562319654,167,3004,170.27094339622641,18048.72,106, WHITE CHERRY LIGHTS,6.75,137.0,335.0,10344.0,1.35,875.0,31.0,Fast Mover
79342B,4.103448275862069,6.7153599392214645,36,119,28.44655172413793,824.9499999999999,29,BROWN FLOWER LIGHTS,6.75,29.0,58.0,1498.0,1.35,333.0,81.0,Slow Mover
79342b,1.0,0.0,1,1,13.57,13.57,1,BROWN FLOWER LIGHTS,13.57,0.0,7.0,365.0,2.7140000000000004,116.0,116.0,Slow Mover
81950B,6.75,9.591663046625438,50,216,3.960625,126.74,32,FLOWER BLUE CLOCK W/SUCKER,0.85,42.0,89.0,2464.0,0.17,1204.0,178.0,Medium Mover
81950V,3.5555555555555554,3.678012748452318,12,32,2.0888888888888886,18.799999999999997,9,FLOWER PURPLE CLOCK W/SUCKER,0.85,16.0,41.0,1298.0,0.17,874.0,246.0,Slow Mover
81952B,12.7,21.877890786434552,100,254,4.228,84.56,20,ROUND BLUE CLOCK W/SUCKER,1.66,96.0,185.0,4636.0,0.332,1182.0,93.0,Medium Mover
81952V,10.08695652173913,16.245103312768197,100,464,3.4754347826086955,159.87,46,ROUND PURPLE CLOCK W/SUCKER,1.7,71.0,142.0,3682.0,0.34,1041.0,103.0,Medium Mover
81953B,2.3333333333333335,2.1602468994692865,6,14,0.7733333333333333,4.64,6,ROUND ARTICULATED BLUE CLOCK W/SUCK,0.85,9.0,25.0,852.0,0.17,708.0,303.0,Slow Mover
81953P,5.5,7.231873892705818,20,33,1.595,9.57,6,ROUND ARTICULATED PINK CLOCK W/SUCK,0.85,32.0,70.0,2008.0,0.17,1087.0,198.0,Medium Mover
81985A,3.2857142857142856,2.288688541085317,6,23,8.378571428571428,58.65,7,"ICON ALARM CLOCK,FUSCHIA  PIN UP",2.55,10.0,33.0,1199.0,0.51,485.0,148.0,Slow Mover
82001S,16.816091954022987,23.22920661861321,168,2926,60.52528735632184,10531.4,174,VINYL RECORD FRAME SILVER,3.39,101.0,219.0,6138.0,0.678,951.0,57.0,Medium Mover
82001s,5.0,4.743416490252569,22,125,37.3192,932.98,25,VINYL RECORD FRAME SILVER,7.62,21.0,56.0,1825.0,1.524,346.0,69.0,Slow Mover
82011A,1.7878787878787878,2.2604973976646123,14,59,7.472121212121213,246.58,33,"BATHROOM SCALES, TROPICAL BEACH",7.62,10.0,23.0,653.0,1.524,207.0,116.0,Slow Mover
82011B,1.9787234042553192,2.151737030382336,10,93,7.421276595744681,348.8,47,BATHROOM SCALES RUBBER DUCKS,3.75,9.0,23.0,722.0,0.75,310.0,157.0,Slow Mover
82011C,2.0153846153846153,2.3217201845581252,14,131,9.156615384615383,595.18,65,BATHROOM SCALES FOOTPRINTS IN SAND,7.78,10.0,24.0,736.0,1.556,217.0,108.0,Slow Mover
82011E,2.0,0.0,2,2,7.5,7.5,1,"BATHROOM SCALES, FAG BREAK",3.75,0.0,14.0,730.0,0.75,312.0,156.0,Slow Mover
82494L,29.03415559772296,26.916480639871565,179,15301,83.13313092979128,43811.16,527,WOODEN FRAME ANTIQUE WHITE ,2.95,118.0,321.0,10597.0,0.5900000000000001,1340.0,46.0,Fast Mover
82494l,6.19672131147541,7.366183254420495,37,378,51.73655737704918,3155.93,61,WOODEN FRAME ANTIQUE WHITE ,7.62,32.0,75.0,2262.0,1.524,385.0,62.0,Medium Mover
82545A,2.8181818181818183,1.662418829187267,6,31,3.522727272727273,38.75,11,COGNAC AUX OEUFS METAL 1 HOOK,1.25,7.0,27.0,1029.0,0.25,642.0,228.0,Slow Mover
82607A,6.375,8.163603216455842,48,663,8.881923076923076,923.72,104,GLASS BONBON JAR PARFUME AUX FLEURE,1.25,36.0,81.0,2327.0,0.25,965.0,151.0,Medium Mover
82607C,3.9655172413793105,4.057468938536944,18,115,6.0555172413793095,175.60999999999999,29,GLASS BONBON JAR. SUPERFINES,2.57,18.0,46.0,1447.0,0.514,531.0,134.0,Slow Mover
82607E,4.809523809523809,4.3083529059148304,18,101,6.011904761904762,126.25,21,GLASS BONBON JAR. D'AMANDES,1.25,19.0,53.0,1755.0,0.25,838.0,174.0,Slow Mover
82613A,5.655172413793103,6.576610398251742,28,492,7.672068965517242,667.47,87,"METAL SIGN,CUPCAKE SINGLE HOOK",2.57,29.0,69.0,2064.0,0.514,634.0,112.0,Medium Mover
82613B,5.005586592178771,7.449075960117099,40,896,5.505977653631285,985.5699999999999,179,"METAL SIGN,CUPCAKE SINGLE HOOK",2.57,33.0,68.0,1827.0,0.514,596.0,119.0,Medium Mover
82613C,5.310344827586207,8.74604453562621,54,770,5.655241379310345,820.01,145,"METAL SIGN,CUPCAKE SINGLE HOOK",2.57,38.0,75.0,1938.0,0.514,614.0,116.0,Medium Mover
82613D,6.051020408163265,10.085147697561634,64,1186,6.540102040816326,1281.86,196,METAL SIGN CUPCAKE SINGLE HOOK,1.25,44.0,86.0,2209.0,0.25,940.0,155.0,Medium Mover
82613a,1.0,0.0,1,3,2.493333333333333,7.4799999999999995,3,"METAL SIGN,CUPCAKE SINGLE HOOK",2.51,0.0,7.0,365.0,0.502,270.0,270.0,Slow Mover
82613b,1.4,0.6992058987801011,3,14,3.504,35.04,10,"METAL SIGN,CUPCAKE SINGLE HOOK",2.51,3.0,13.0,511.0,0.502,319.0,228.0,Slow Mover
82613c,1.3,0.4830458915396479,2,13,3.2479999999999998,32.48,10,"METAL SIGN,CUPCAKE SINGLE HOOK",2.51,2.0,11.0,474.0,0.502,307.0,236.0,Slow Mover
82616A,7.181818181818182,11.408427581097673,48,316,14.18659090909091,624.21,44,BUBBLE GUM SCARF KNITTING KIT,2.95,50.0,100.0,2621.0,0.5900000000000001,667.0,93.0,Medium Mover
82616B,5.771428571428571,10.128270737488611,72,606,9.31,977.5500000000001,105,FRAPPUCINO SCARF KNITTING KIT,2.95,44.0,84.0,2107.0,0.5900000000000001,598.0,104.0,Medium Mover
82616C,5.745454545454545,13.113783185050776,120,632,9.309999999999999,1024.1,110,MIDNIGHT GLAMOUR SCARF KNITTING KIT,2.95,57.0,97.0,2097.0,0.5900000000000001,596.0,104.0,Medium Mover
84029C,10.2,11.628458738439027,47,204,38.3095,766.19,20,BROWN FURRY HOT WATER BOTTLE,3.75,51.0,122.0,3723.0,0.75,705.0,69.0,Medium Mover
84029D,4.25,7.7356906020670895,28,51,15.331666666666669,183.98000000000002,12,LEOPARD PRINT HOT WATER BOTTLE,3.75,34.0,64.0,1551.0,0.75,455.0,107.0,Slow Mover
84029E,31.915915915915917,60.33075614880761,558,10628,129.11183183183184,42994.240000000005,333,RED WOOLLY HOTTIE WHITE HEART.,2.95,263.0,486.0,11649.0,0.5900000000000001,1405.0,44.0,Fast Mover
84029G,18.9196675900277,28.49808328643011,168,6830,81.81127423822714,29533.87,361,KNITTED UNION FLAG HOT WATER BOTTLE,3.75,124.0,256.0,6906.0,0.75,960.0,51.0,Medium Mover
84029c,1.0,0.0,1,1,7.78,7.78,1,BROWN FURRY HOT WATER BOTTLE,7.78,0.0,7.0,365.0,1.556,153.0,153.0,Slow Mover
84030B,1.6666666666666667,0.5773502691896257,2,5,6.25,18.75,3,KNITTED POM POM HOT WATER BOTTLE,3.75,3.0,15.0,608.0,0.75,285.0,171.0,Slow Mover
84030C,4.2,4.54972526643093,12,21,16.556,82.78,5,KNITTED RAINBOW HOT WATER BOTTLE,7.78,20.0,49.0,1533.0,1.556,314.0,75.0,Slow Mover
84030E,9.348017621145374,12.511146642117705,66,2122,39.833259911894274,9042.15,227,ENGLISH ROSE HOT WATER BOTTLE,1.5,55.0,120.0,3412.0,0.30000000000000004,1066.0,114.0,Medium Mover
84030b,1.0,0.0,1,1,8.46,8.46,1,KNITTED POM POM HOT WATER BOTTLE,8.46,0.0,7.0,365.0,1.6920000000000002,147.0,147.0,Slow Mover
84030c,8.0,7.2571803523590805,18,32,62.0,248.0,4,KNITTED RAINBOW HOT WATER BOTTLE,7.78,32.0,88.0,2920.0,1.556,433.0,54.0,Medium Mover
84030e,2.608695652173913,2.4628642843428845,14,120,21.291304347826088,979.4000000000001,46,ENGLISH ROSE HOT WATER BOTTLE,8.47,11.0,29.0,952.0,1.6940000000000002,237.0,91.0,Slow Mover
84031A,5.778947368421052,9.11847818381717,75,1098,23.17905263157895,4404.02,190,CHARLIE+LOLA RED HOT WATER BOTTLE ,3.0,40.0,80.0,2109.0,0.6000000000000001,593.0,103.0,Medium Mover
84031B,4.740112994350283,7.632185585095634,58,839,18.435197740112997,3263.03,177,CHARLIE LOLA BLUE HOT WATER BOTTLE ,3.0,33.0,66.0,1730.0,0.6000000000000001,537.0,113.0,Slow Mover
84031a,1.0,0.0,1,1,16.63,16.63,1,CHARLIE+LOLA RED HOT WATER BOTTLE ,16.63,0.0,7.0,365.0,3.326,105.0,105.0,Slow Mover
84031b,1.0,0.0,1,1,16.63,16.63,1,CHARLIE LOLA BLUE HOT WATER BOTTLE ,16.63,0.0,7.0,365.0,3.326,105.0,105.0,Slow Mover
84032A,10.816053511705686,19.206479868438254,188,3234,28.84314381270903,8624.1,299,CHARLIE+LOLA PINK HOT WATER BOTTLE,1.9,84.0,160.0,3948.0,0.38,1019.0,94.0,Medium Mover
84032B,11.989051094890511,25.334174399472236,205,3285,28.099452554744527,7699.25,274,CHARLIE + LOLA RED HOT WATER BOTTLE,1.9,111.0,195.0,4376.0,0.38,1073.0,89.0,Medium Mover
84078A,4.661157024793388,12.093380596731357,170,1128,181.17752066115702,43844.96,242,SET/4 WHITE RETRO STORAGE CUBES ,34.95,53.0,86.0,1701.0,6.990000000000001,156.0,33.0,Slow Mover
84086B,2.0,1.1281521496355325,5,24,5.900000000000001,70.80000000000001,12,YELLOW/BLUE RETRO RADIO,2.95,5.0,19.0,730.0,0.5900000000000001,352.0,176.0,Slow Mover
84086C,4.068493150684931,4.882874742753971,30,297,12.119863013698632,884.7500000000001,73,PINK/PURPLE RETRO RADIO,4.3,21.0,49.0,1485.0,0.86,416.0,102.0,Slow Mover
84201B,4.875,4.257346591481601,12,39,0.92625,7.41,8,HAPPY BIRTHDAY CARD STRIPEY TEDDY,0.19,19.0,53.0,1779.0,0.038000000000000006,2164.0,444.0,Slow Mover
84201C,3.3333333333333335,2.0816659994661326,5,10,0.6333333333333333,1.9,3,HAPPY BIRTHDAY CARD TEDDY/CAKE,0.19,9.0,32.0,1217.0,0.038000000000000006,1790.0,537.0,Slow Mover
84205C,2.0,0.0,2,2,0.38,0.38,1,HAPPY BIRTHDAY GINGER CAT CARD,0.19,0.0,14.0,730.0,0.038000000000000006,1386.0,693.0,Slow Mover
84206A,8.777777777777779,6.759766596891082,24,79,1.6677777777777778,15.01,9,3 BLACK CATS W HEARTS BLANK CARD,0.19,30.0,91.0,3204.0,0.038000000000000006,2904.0,331.0,Medium Mover
84206B,4.5,0.7071067811865476,5,9,0.855,1.71,2,CAT W SUNGLASSES BLANK CARD,0.19,3.0,34.0,1642.0,0.038000000000000006,2079.0,462.0,Slow Mover
84206C,2.5,1.9148542155126764,5,10,0.475,1.9,4,CHAMPAGNE TRAY BLANK CARD,0.19,8.0,26.0,912.0,0.038000000000000006,1549.0,620.0,Slow Mover
84247C,3.6,5.576265492433557,24,72,10.620000000000001,212.4,20,PACK/12 BLUE REINDEER CARD,2.95,24.0,49.0,1314.0,0.5900000000000001,472.0,131.0,Slow Mover
84247E,5.371428571428571,9.034830233595784,62,376,15.200714285714286,1064.05,70,PACK/12 XMAS FUN CARD,2.95,39.0,77.0,1961.0,0.5900000000000001,577.0,107.0,Medium Mover
84247G,15.204301075268818,12.222181492274919,84,1414,6.4803225806451605,602.67,93,"DECOUPAGE,GREETING CARD,",0.42,53.0,159.0,5550.0,0.084,2570.0,169.0,Medium Mover
84247H,2.1,2.7890764364608325,12,42,5.4565,109.13000000000001,20,PACK/12 DECOUPAGE CARD,2.95,12.0,27.0,766.0,0.5900000000000001,360.0,171.0,Slow Mover
84247J,1.25,0.4629100498862757,2,10,1.5975,12.78,8,PACK/12 RUSSIAN DOLL CARDS,2.95,2.0,11.0,456.0,0.5900000000000001,278.0,222.0,Slow Mover
84247K,2.8846153846153846,4.974550617508465,24,75,8.98,233.48000000000002,26,"FOLK ART GREETING CARD,pack/12",2.95,22.0,42.0,1053.0,0.5900000000000001,422.0,146.0,Slow Mover
84247L,12.494505494505495,9.608299220955491,60,1137,5.474835164835165,498.21,91,FAWN AND MUSHROOM GREETING CARD,0.86,42.0,129.0,4560.0,0.17200000000000001,1628.0,130.0,Medium Mover
84247N,2.26,3.4274402896003178,17,113,5.9496,297.48,50,PACK/12 BLUE FOLKART CARDS,0.84,15.0,31.0,825.0,0.168,701.0,310.0,Slow Mover
84249A,7.411764705882353,7.369542755680809,36,252,3.33,113.22,34,"GREETING CARD,SQUARE, DOUGHNUTS",0.42,32.0,84.0,2705.0,0.084,1795.0,242.0,Medium Mover
84249D,15.826923076923077,12.015873739327363,85,823,6.678846153846154,347.3,52,FAIRY CAKE GREETINGS CARD,0.42,52.0,163.0,5777.0,0.084,2622.0,166.0,Medium Mover
84250M,2.1538461538461537,3.0234129127569793,12,28,1.223076923076923,15.899999999999999,13,"GREETING CARD, BLACKPOOL ROCK",0.86,13.0,28.0,786.0,0.17200000000000001,676.0,314.0,Slow Mover
84251B,6.510204081632653,6.1682062795826615,26,319,1.7314285714285715,84.84,49,"GREETING CARD, STICKY GORDON",0.19,27.0,73.0,2376.0,0.038000000000000006,2501.0,384.0,Medium Mover
84251C,6.175,4.861610474961605,16,247,1.9169999999999998,76.67999999999999,40,"GREETING CARD, TWO SISTERS.",0.19,21.0,64.0,2254.0,0.038000000000000006,2435.0,394.0,Medium Mover
84251F,7.25531914893617,6.353595644461568,24,341,1.7865957446808511,83.97,47,"GREETING CARD, RITA",0.19,28.0,79.0,2648.0,0.038000000000000006,2640.0,364.0,Medium Mover
84251G,6.051282051282051,5.261715279796854,16,472,1.6353846153846154,127.56,78,"GREETING CARD, OVERCROWDED POOL.",0.86,23.0,65.0,2209.0,0.17200000000000001,1133.0,187.0,Medium Mover
84251J,4.933333333333334,6.881306631184295,24,74,2.469333333333333,37.04,15,"GREETING CARD, THE BLACK CAT",0.42,30.0,65.0,1801.0,0.084,1464.0,297.0,Slow Mover
84255A,1.0,0.0,1,2,2.1,4.2,2,PINK GLASS COCKTAIL LAMP,2.1,0.0,7.0,365.0,0.42000000000000004,295.0,295.0,Slow Mover
84255B,4.333333333333333,4.835385442852759,18,65,12.677333333333333,190.16,15,ORANGE COCKTAIL GLASS LAMP,2.1,21.0,51.0,1582.0,0.42000000000000004,614.0,142.0,Slow Mover
84279B,5.422818791946309,12.063559830518905,144,808,20.650469798657717,3076.92,149,CHERRY BLOSSOM DECORATIVE FLASK,8.65,53.0,91.0,1979.0,1.7300000000000002,338.0,62.0,Medium Mover
84279P,4.978260869565218,13.777852505729665,204,1145,19.463782608695652,4476.67,230, CHERRY BLOSSOM  DECORATIVE FLASK,3.75,60.0,95.0,1817.0,0.75,492.0,99.0,Slow Mover
84288B,3.210526315789474,3.5524474719460204,15,61,6.260526315789474,118.95,19,SET/2 BLUE  NOODLE BASKETS,1.95,16.0,38.0,1172.0,0.39,548.0,171.0,Slow Mover
84292B,1.6,1.3416407864998738,4,8,10.36,51.8,5,BLUE COL METAL FOLDING CHAIR,7.95,6.0,17.0,584.0,1.59,192.0,120.0,Slow Mover
84313A,2.0,1.2909944487358056,6,38,11.18,212.42,19,PINK TV TRAY TABLE ,4.25,6.0,20.0,730.0,0.8500000000000001,293.0,146.0,Slow Mover
84313B,3.289855072463768,4.5312686487254785,26,227,16.87014492753623,1164.04,69,BLUE TV TRAY TABLE ,17.35,20.0,43.0,1201.0,3.4700000000000006,186.0,57.0,Slow Mover
84313C,8.430769230769231,25.85897404116293,186,548,22.190615384615384,1442.3899999999999,65,ORANGE TV TRAY TABLE ,17.35,113.0,172.0,3077.0,3.4700000000000006,298.0,35.0,Medium Mover
